Raw Tweets,Clean Tweets,Sentiment
Mike Cirino dreamed of an NFL career &amp; now is headed to Indianapolis Colts as a signed undrafted free agent.… https://t.co/5SXyqAaJIY,Mike Cirino dreamed of an NFL career amp now is headed to Indianapolis Colts as a signed undrafted free agent,0.4
@DavidCornDC Like @VP at the @Colts game #STAGED,Like at the game STAGED,-0.4
@MikeCirino_ @Colts Congrats Mike!!✊🏽🔥ball out bruh💯,Congrats Mike ball out bruh,0.0
@RaulAllegre A mi me gusto la de mis @Colts,A mi me gusto la de mis,0.0
@OhioStateFB @JT_theQB4th @Colts Congrats @JT_theQB4th ! So proud! #Go Bucks!,theQB4th Congrats theQB4th So proud Go Bucks,0.8
@CBrown314 Skai Moore expects to sign a FA contract with the Indianapolis #Colts. He was the team’s leading tackler… https://t.co/CbNkj3VdMx,Skai Moore expects to sign a FA contract with the Indianapolis Colts He was the team s leading tackler,0.0
@Road2RichesJJ @Colts Congrats.  You got this.,Congrats You got this,0.0
@NBCSports @Colts Who would want him?,Who would want him,0.0
Indianapolis Colts' 2018 draft: Analysis for every pick - via @ESPN App https://t.co/GGWOS9yK3t,Indianapolis Colts 2018 draft Analysis for every pick via App,0.0
Letsss gooooooo @Colts https://t.co/OQZZii69VU,Letsss gooooooo,0.0
@JeromeSolomon Definitely Lakers and Calgary Flames. Might also throw in Indianapolis Colts. Is horse racing big in… https://t.co/xbDVgA2dz3,Definitely Lakers and Calgary Flames Might also throw in Indianapolis Colts Is horse racing big in,0.0
@travismj33 @Colts anytime man. Thanks for reminding me to mow today too,anytime man Thanks for reminding me to mow today too,0.2
@ReySessh @Colts @Reece_JMM @SkaiMoore_10 Yeah I know.,JMM 10 Yeah I know,0.0
The future for Indiana basketball and football are going to be amazing! @Pacers @Colts,The future for Indiana basketball and football are going to be amazing,0.30000000000000004
@NBCSports @Colts If only he could pick up a football . . .,If only he could pick up a football,0.0
@itsholliday2 @Colts @Reece_JMM @SkaiMoore_10 he signed with us as a free agent!,JMM 10 he signed with us as a free agent,0.4
Officially in sports mourning / dead period. All my teams are now idle until August. @BoilerBall @BoilerFootball @colts @Pacers 😫,Officially in sports mourning dead period All my teams are now idle until August,-0.2
Agree with @colts GM Chris Ballard on this one. When healthy you know exactly what you've got....certainty is a val… https://t.co/OPRnBqKrdJ,Agree with GM Chris Ballard on this one When healthy you know exactly what you ve got certainty is a val,0.375
thank you for good match @USAIndiana @Colts @Mary&amp;JohnGeisseSoccerComplex https://t.co/8g5RfVst2e https://t.co/8g5RfVst2e,thank you for good match amp JohnGeisseSoccerComplex,0.7
thank you for good match @USAIndiana @Colts @Mary&amp;JohnGeisseSoccerComplex https://t.co/8g5RfVst2e,thank you for good match amp JohnGeisseSoccerComplex,0.7
Through the scout's eye: Meet the new Colts - Indianapolis Star https://t.co/SRfptZlzcU,Through the scout s eye Meet the new Colts Indianapolis Star,0.13636363636363635
Único grande de Indianápolis ainda é o Colts,nico grande de Indian polis ainda o Colts,0.0
Being a @Pacer and @Colts  fan is hard.  #ShouldCouldaWoulda,Being a and fan is hard ShouldCouldaWoulda,-0.2916666666666667
@MDanelySB Thanks for staying up late to record the @Colts draft recap. Glad I have some draft roundup to listen to while I'm mowing today!,Thanks for staying up late to record the draft recap Glad I have some draft roundup to listen to while I m mowing today,0.13333333333333333
"While I’m in Indianapolis, the colts are trash 😏",While I m in Indianapolis the colts are trash,0.0
Back to waiting for the @Colts pre-season games to begin. ::sigh::,Back to waiting for the pre season games to begin sigh,0.0
Indianapolis Colts @Colts Andrew Luck https://t.co/RtG5yy29qU,Indianapolis Colts Andrew Luck,0.0
@AsaAvengers @_CCoope7 @Colts @StonyBrookFB Congratulations Chris show them whar u are made of!! TEAM GO GET IT!!,CCoope7 Congratulations Chris show them whar u are made of TEAM GO GET IT,0.0
@NBCSports @Colts Who is Andrew luck?,Who is Andrew luck,0.0
Indianapolis Colts New Era 2018 NFL Draft Official On-Stage 39THIRTY Flex Hat - https://t.co/v0cUt5srVf https://t.co/Uz6scF4apa,Indianapolis Colts New Era 2018 NFL Draft Official On Stage 39THIRTY Flex Hat,0.13636363636363635
@Colts @cainera1_ 12 has to actually play to have weapons,12 has to actually play to have weapons,0.0
@NBCSports @Colts It’s not an option cause no one in their right mind would trust his shoulder,It s not an option cause no one in their right mind would trust his shoulder,0.2857142857142857
Grind never stopped and it never will.!! S/o to the @colts for giving my guy @txsmde11 the… https://t.co/K8w3COpA2d,Grind never stopped and it never will S o to the for giving my guy the,0.0
Indianapolis Colts GM did not take trade offers for Andrew Luck seriously https://t.co/Qi44JfuMRV,Indianapolis Colts GM did not take trade offers for Andrew Luck seriously,-0.11666666666666665
@GeorgeOdum @UCA_Football @Colts Congrats George!,Football Congrats George,0.0
@NBCSports @Colts I'm actually concerned this is even a topic of conversation.,I m actually concerned this is even a topic of conversation,0.0
"A Horse, Of Course: Congrats Alum JP Quinn, headed to the @Colts after playing for Central Michigan. https://t.co/hBW5bcXnMv",A Horse Of Course Congrats Alum JP Quinn headed to the after playing for Central Michigan,0.0
